Event ID 	 Init KE (keV) 	Trapped? 	 Edep (keV): East Scint 	 East MWPC 	 West Scint 	 West MWPC 
10000	150.405	0	0.078205	139.634	139.634	0.970495	2.442	0	0	0	0
10001	602.852	0	0.100181	0	0	0	0	597.407	597.407	0.700079	1.09244
10002	240.999	0	0.080189	0	0	0	0	215.057	215.057	2.61299	17.2543
10003	362.689	0	0.100436	0	0	0	0	0	0	0	0
10004	476.296	0	0.116673	464.759	464.759	1.00375	2.47321	0	0	0	0
10005	79.7563	0	0.04603	0	0	0	0	0	0	0	0
10006	300.154	0	0.091268	0	0	0	0	291.69	291.69	0.937665	2.1455
10007	181.556	0	0.084833	0	0	0	0	0	0	0	0
10008	387.968	0	0.072242	382.141	382.141	0.593065	1.39824	0	0	0	0
10009	263.025	0	0.104745	0	0	0	0	255.489	255.489	2.06902	1.47411
Total number events: 10 || Final kill count: 0
Event ID 	 Init KE (keV) 	Trapped? 	 Edep (keV): East Scint 	 East MWPC 	 West Scint 	 West MWPC 
10000	150.405	0	0.079415	134.57	134.57	1.56067	7.91718	0	0	0	0
10001	602.852	0	0.09969	0	0	0	0	594.591	594.591	0.858617	1.74685
10002	240.999	0	0.073327	0	0	0	0	230.617	230.617	0.749584	1.54104
10003	362.689	0	0.092275	0	0	0	0	0	0	0	0
10004	476.296	0	0.150267	421.172	421.172	2.70997	5.26055	0	0	0	0
10005	79.7563	0	0.044235	0	0	0	0	0	0	0	0
10006	300.154	0	0.089688	0	0	0	0	291.994	291.994	1.94358	1.69932
10007	181.556	0	0.156209	0	0	0	0	0	0	0	0
10008	387.968	0	0.070633	381.253	381.253	0.586126	2.07013	0	0	0	0
10009	263.025	0	0.100386	0	0	0	0	253.002	253.002	1.5113	2.29259
Total number events: 10 || Final kill count: 0
Event ID 	 Init KE (keV) 	Trapped? 	 Edep (keV): East Scint 	 East MWPC 	 West Scint 	 West MWPC 
10000	150.405	0	0.077835		137.212		2.7334		0		0
10001	602.852	0	0.104975		0		0		593.594		1.5018
10002	240.999	0	0.079643		0		0		228.802		1.96989
10003	362.689	0	0.103611		0		0		0		0
10004	476.296	0	0.138036		465.871		2.01257		0		0
10005	79.7563	0	0.048159		0		0		0		0
10006	300.154	0	0.298006		0		0		171.114		91.6251
10007	181.556	0	0.091685		0		0		0		0
10008	387.968	0	0.071458		381.416		1.61605		0		0
10009	263.025	0	0.096936		0		0		252.867		1.39386
Total number events: 10 || Final kill count: 0
Event ID 	 Init KE (keV) 	Trapped? 	 Edep (keV): East Scint 	 East MWPC 	 West Scint 	 West MWPC 
10000	150.405	0	0.081382		98.9607		2.09921		0		0
10001	602.852	0	0.102413		0		0		587.528		1.4598
10002	240.999	0	0.078506		0		0		233.005		3.59158
10003	362.689	0	0.095605		0		0		0		0
10004	476.296	0	0.126758		449.759		1.8192		0		0
10005	79.7563	0	0.376619		0		0		0		0
10006	300.154	0	0.08909		0		0		292.483		2.90867
10007	181.556	0	0.081904		0		0		0		0
10008	387.968	0	0.070389		378.834		1.26447		0		0
10009	263.025	0	0.095186		0		0		252.653		4.44325
10010	513.749	0	0.062888		0		0		508.078		2.35237
10011	108.281	0	0.165332		91.3696		3.32175		0		0
10012	204.12	0	0.095956		192.341		2.99747		0		0
10013	322.99	0	0.078221		0		0		317.056		1.40897
10014	13.6403	0	0.123188		0		0		0		0
10015	424.258	0	0.052409		420.549		0.518743		0		0
10016	377.269	0	0.056727		354.43		1.02466		0		0
10017	253.839	0	0.116017		0		0		240.378		4.39679
10018	662.783	0	0.078233		0		0		657.582		1.42592
10019	164.227	0	0.378906		55.9007		5.42119		37.9366		7.88285
10020	194.778	0	0.145623		152.225		1.53238		0		0
10021	313.406	0	0.061268		0		0		304.372		2.19879
10022	96.8178	0	0.128901		0		0		61.347		9.14483
10023	497.34	0	0.075569		492.027		1.32459		0		0
10024	123.592	0	0.10651		109.322		2.79208		0		0
10025	539.415	0	0.080293		0		0		533.173		1.07525
10026	275.93	0	0.174465		0		0		256.847		1.71578
10027	403.417	0	0.295958		332.926		2.46177		0		0
10028	441.416	0	0.077833		0		0		0		0
10029	42.4561	0	0.089102		0		0		0		8.23872
10030	336.609	0	0.109183		0		0		0		0
10031	217.094	0	0.076066		206.83		1.43127		0		0
10032	524.302	0	0.391185		250.926		3.71648		238.381		4.29966
10033	114.936	0	0.131752		0		0		0		0
10034	394.517	0	0.072688		0		0		387.689		2.15525
10035	268.547	0	0.016802		0		0		0		0
10036	27.7405	0	0.157195		0		0		0		0
10037	431.497	0	0.051043		0		0		0		0
10038	209.693	0	0.098163		0		0		202.376		1.65373
10039	328.796	0	0.082494		322.403		1.40641		0		0
10040	231.822	0	0.07779		225.085		1.68993		0		0
10041	352.52	0	0.104602		0		0		346.359		1.71971
